ID,year,title,abstract
TW-M427321-U,2012,Hidden-type bicycle mudguard ,"Disclosed are model predictive control (MPC) systems, methods for using such MPC systems, and motor vehicles with selective catalytic reduction (SCR) employing MPC control. An SCR-regulating MPC control system is disclosed that includes an NOx sensor for detecting nitrogen oxide (NOx) input received by the SCR system, catalyst NOx sensors for detecting NOx output for two SCR catalysts, and catalyst NH3 sensors for detecting ammonia (NH3) slip for each SCR catalyst. The MPC system also includes a control unit programmed to: receive desired can conversion efficiencies for the SCR catalysts; determine desired can NOx outputs for the SCR catalysts; determine maximum NH3 storage capacities for the SCR catalyst; calculate the current can conversion efficiency for each SCR catalyst; calculate an optimized reductant pulse-width and/or volume from the current can conversion efficiencies; and, command an SCR dosing injector to inject a reductant into an SCR conduit based on the calculated pulse-width/volume."
TW-M383598-U,2010,Specific valve for indoor drainage head ,"A power-free creative lawn-mowing shoe comprises a shearing cutter that can be open and closed and a power device mounted to a sole of a shoe. The power device comprises a transmission member that controls the shearing cutter to perform a shearing operation, a rotation member that is coupled to the transmission member for oscillation, and a moving member that drives the rotation member to rotate and is reciprocally movable. The moving member receives a treading force, which is converted through the rotation member and the transmission member into the kinetic energy for opening and closing the shearing cutter so that no electrical power is needed for the operation."
TW-M419717-U,2012,Improved design of bike seat pad ,Combustion within an internal combustion engine is diagnosed and includes monitoring crankshaft angular velocity and generating a combustion phasing value for a combustion chamber based on the crankshaft angular velocity. The combustion phasing value is compared to an expected combustion phasing value based on a predetermined start of injection crank angle and combustion phasing differences greater than an allowable combustion phasing difference are identified based on the comparison.
TW-M433894-U,2012,Wearing article having cloud technology ,"A method for controlling a turbocharger is provided. The turbocharger has a turbine operatively connected to an exhaust of an internal combustion engine, and a compressor operatively connected to an intake of the engine. The method includes determining a boost pressure command for the compressor. The boost pressure command is configured to provide sufficient combustion reactant for the engine. The method includes calculating a compressor power from the determined boost pressure command, and calculating a turbine flow from the calculated compressor power. The method commands the turbocharger to operate at the calculated turbine flow."
TW-M344820-U,2008,Frame body structure ,"A two-stage air boosting system for an internal combustion engine has a first air boosting system which is one of an electrical air boosting system or a turbocharger air boosting system. The two-stage air boosting system also includes a second air boosting system which is the other one of the electrical air boosting system or the turbocharger air boosting system and is positioned intermediate the first air boosting system and an air intake manifold of the internal combustion engine. A plurality of sensors provides information relating to operation of the two-stage air boosting system including inlet conditions of a compressor of the second air boosting system. A control module is configured to receive a plurality of inputs including the information relating to operation of the two-stage air boosting system, and is further configured to provide a system control command for the two-stage air boosting system responsive to the inputs."
TW-M434479-U,2012,Cane with cloud technology ,Technical features are described for an emissions control system for a motor vehicle that includes an internal combustion engine are described. The emissions control system includes a selective catalytic reduction (SCR) device fluidically including an SCR inlet and an SCR outlet. The emissions control system further includes a controller that computes a correction factor for a kinetics model of the SCR device based on an amount of NO and an amount of NOx in the emissions control system. The controller further predicts an amount of NOx output by the SCR device using the kinetics model and the correction factor. The controller further inputs an amount of catalyst into the SCR device based on the predicted amount of NOx. The correction factor is a ratio of the amount of NO and the amount of NOx at the SCR inlet.
TW-M451760-U,2013,Communication equipment capable of preventing fraud and filtering call spam ,"Combustion noise in a compression-ignition engine is controlled by measuring in-cylinder pressure of a cylinder of the compression-ignition engine, determining a combustion noise level based on the in-cylinder pressure measurement, and modifying a combustion control parameter based on the combustion noise level."
TW-M414353-U,2011,Device for preventing vehicle wheels from being excreted by animals ,"A method for controlling a direct-injection internal combustion engine includes monitoring internal combustion engine operational parameters, determining a start of injection in response to the engine operational parameters, monitoring an intake air flow comprising a residual gas component, monitoring an exhaust gas flow, monitoring a fuel flow, determining a time constant corresponding to an intake air flow reaction time based upon the intake air flow, the exhaust gas flow, and the fuel flow, modifying the start of injection with the time constant, and operating the engine subject to the modified start of injection."
TW-200531981-A,2005,"Catalyst used in ethylene polymerization, its preparation and application thereof ","A method for distinguishing between combustion issues and sensor faults within an engine includes monitoring pressure sensor data from a cylinder within the engine, monitoring engine data describing combustion health from a source other than a pressure sensor, analyzing the pressure sensor data to diagnose an anomalous combustion event, comparing the anomalous combustion event to analysis of the engine data, and indicating a pressure sensor fault warning if the comparison diagnoses a pressure sensor fault."
TW-M437285-U,2012,Automatic hand brake system with safety ,"The present invention relates to a system for storing and selecting clothes and, more particularly, to a system for storing and selecting clothes which can rapidly carry out clothes matching and take out the clothes in real time. The system includes a storage unit and a processing unit connected to a storage unit. The storage unit includes a clothes closet for storing clothes. In the clothes closet, there is a storing device for receiving and transferring clothes. The storing device is provided with a plurality of encoding devices respectively corresponding to the clothes. The processing device includes a display device and a camera device for displaying and recording clothes. Further, the processing unit has a human-machine interface for being operated by the user to operate and control the recording, selecting, storing and encoding for the clothes through the processing unit. With the above design, the user is allowed to systematically store and record the clothes and select the required clothes in real time through the display and collocation in advance, thereby increasing the convenience of usage."
TW-M419440-U,2012,Umbrella capable of showing incoming call and allowing handsfree communication ,Methods and systems for detecting faults with nitrogen oxides sensors used to detect the presence of nitrogen oxides in an exhaust effluent gas stream emitted from a combustion engine during its operation include providing a virtual nitrogen oxides sensor measurement compared with actual nitrogen oxides content measured by nitrogen oxides sensors.
TW-M344804-U,2008,Drawer-type clothes storage structure ,"An internal combustion engine includes an air charging system with a boost air system. A method to control the boost air in the air charging system, decoupled from the air and EGR system controls, includes monitoring a reference boost pressure and operating parameters of the air charging system; creating a turbocharger energy balance model of the air charging system; applying feedback linearization control to the turbocharger energy balance model to create an approximately linearized feedback system; and determining a boost control command for the air charging system using the approximately linearized feedback system based on the monitored reference boost pressure and the monitored operating parameters of the air charging system. The boost air in the air charging system is controlled based upon the boost control command."
TW-M419581-U,2012,Intelligent elastic ball having function of detecting body fat and times of exercise ,A nebulizer assembly for a respiratory device is provided having a housing defining a chamber. The housing also has a nebulizer port configured to receive a nebulizer to discharge atomized medication into the chamber. An outlet of a handle is coupled to the inlet of the housing. A hose is coupled to an inlet of the handle. A patient interface is coupled to the outlet of the housing. Air flows from the hose to the patient interface via the handle and the housing. The air mixes with the atomized medication within the chamber.
TW-M458969-U,2013,Structure of health-caring gloves ,"This invention provides a catalyst used in ethylene polymerization, which comprises the following reaction products: 1. titanium-containing active composition, which comprises at least a magnesium di-halide, at least a halogenated titanium, at least an electron-donor compound, and alkyl silicate compound with general formula Si(OR)nX4-n loaded on the carrier of ultra-fine inorganic oxide, in which X is halogen; R is C1 ~ C10 alkyl; molar ration of OR and Ti satisfying requirement of 0 &lt; OR/Ti &lt;1; and the aforementioned electron-donor compound is selected from ether, ester and ketone; and 2. activator compound: organo-aluminum compound with general formula of AlR&#39;nX3-n, in which R&#39; is hydrogen or C1 ~ C20 hydrocarbon group; X is halogen and n is a number satisfying 1 &lt; n ≤ 3."
TW-M414610-U,2011,Laser light source acquisition and control application system ,"Disclosed are engine torque and emission control (ETEC) systems, methods for using such systems, and motor vehicles with engines employing ETEC schemes. An ETEC system is disclosed for operating an internal combustion engine (ICE) assembly. The system includes an engine sensor for monitoring engine torque, an exhaust sensor for monitoring nitrogen oxide (NOx) output of the ICE assembly, and an engine control unit (ECU) communicatively connected to the engine sensor, exhaust sensor, and ICE assembly. The ECU is programmed to: receive desired engine torque and desired NOx output data; determine, from current engine torque and current NOx output data, desired engine torque, and desired NOx output, desired engine operation and exhaust operation references; determine, from the desired engine operation and exhaust operation references, an engine operation control command and an exhaust operation control command; and regulate operation of the ICE assembly via the engine operation and exhaust operation control commands."
TW-M344842-U,2008,Pillow structure having supporting function ,A method is provided to monitor operation of a sensing system for a motor vehicle equipped with inter-vehicle communications capability. The method comprises comparing analogous signals communicated from a plurality of vehicles in close proximity thereto.
TW-201143655-A,2011,Power-free creative lawn-mowing shoe ,Simultaneous or independent control of a by-pass valve and a variable-geometry forced induction component on a combustion engine is based on operational parameters measured by various sensors provided as inputs to a control module. Sudden loss of power due to low turbine efficiencies is prevented during transitions between operating conditions of engine speed and load. Excessive peak cylinder pressures are also prevented by controlling engine boost pressure to a permitted limit at high engine speed and load.
TW-M345021-U,2008,Air circulation device for the seat cushion of bicycle ,"The invention comprises a method and an article of manufacture to estimate exhaust gas temperature of an internal combustion engine during ongoing operation of the engine. This comprises determining states of a plurality of parameters of a combustion charge. A heat release of the combustion charge is estimated based thereon, and an exhaust gas temperature is estimated based upon the estimated heat release. Exemplary parameters of the combustion charge comprise engine speed, mass air flowrate, engine fueling and fuel injection timing, and, recirculated exhaust gas fraction."
TW-200940830-A,2009,Power generation device used on road surface ,A method for controlling a turbine of an engine system to achieve a desired boost pressure is provided. The method determines a desired exhaust gas pressure based on the desired boost pressure by using a model for a power balance between the turbine and a compressor of the engine system. The method generates a base command for controlling a position of a vane of the turbine based on a ratio of the desired exhaust gas pressure to a measured turbine outlet pressure.
TW-M405181-U,2011,Walking stick with first aid ,"A Method for estimating NOx creation in a combustion process of a four-stroke internal combustion engine includes monitoring engine sensor inputs, modeling parameters descriptive of said combustion process based upon said engine sensor inputs, and estimating NOx creation with an artificial neural network based upon said parameters."
TW-M339243-U,2008,Conveyance device of wardrobe ,"A laser-guided ball game device comprises: a game table having a platform; a ball, which has a spherical surface having at least a receiver; a directional moving element, which is arranged inside the ball and electrically connected to the receiver for driving the ball to move; at least a laser emitter. A linear laser beam may precisely impinge the receiver to cause the directional moving element to move in a direction opposite to that of the impinged receiver, so that the ball is driven to perform rolling displacement in the same direction or jumping movement and giving off sound and light to provide simultaneous entertainment for a lot of people."
US-2004034093-A1,20030514,Methods for enhancing motor performance and/or endurance,"The present invention provides methods for enhancing muscle performance and/or endurance by administering a composition comprising a desmethyl tocopherol. Athletic performance and sports medicine in general are benefited by the methods of the invention. In addition, the invention provides therapeutic utility to muscle disorders that involve nitrative stress and/or inflammation."
US-2007129671-A1,20040810,Syringe for powder medicament premixing,"The present invention is directed to an assembled syringe for administering powder medicament in the field of medicine. According to the present invention, by using a connecting tube ( 14 ), a solvent bottle ( 8 ) containing diluent communicates with a solute bottle ( 10 ) containing powder by external force, and the diluent is injected into the solute bottle ( 10 ) through the connecting tube ( 14 ) under pressure, after the powder is dissolved and mixed uniformly, the mixed solution is injected directly into a patient or added to a transfusion bottle or a transfusion tube. Both the solvent bottle ( 8 ) and the solute bottle ( 10 ) are packaged into a sleeve ( 5 ) to avoid contamination or cross-infection. Buckles ( 3 ) on the plunger sleeve ( 2 ) are fitted into restricting slots ( 4 ) on the sleeve ( 5 ). The fitting of the slots ( 4 ) and buckles ( 3 ) restricts the position of the syringe, self-locking and controlling the magnitude of force by which the solute bottle ( 10 ) is communicated with the solvent bottle ( 8 ), and controlling the depth of insertion of the needle into the body, and preventing misoperation or damage during transport, fetching and using. The present invention is a novel design with industrial applicability and can be adapted to generalized use in the industries."
US-2008008304-A1,20041207,Implementation of collaborative telecommunications services,"This invention relates to methods and apparatus for establishing the flexible connections required to serve collaborative Telestar service requests. Telestar refers to services frequently described as being Tele* services such as teleeducation, teleconsultation and telemedicine. A customer node, such as a doctor&#39;s office, is connected via a high speed link to a switch which in turn is connected to a broadband network for interconnecting high speed links. The broadband network is connected to a Telestar service provider node. The customer signals requests for connections within the Telestar service provider nodes. These requests are processed by a Tele* service controller to generate request messages to the source and destination nodes to establish a requested connection. Advantageously, the highly flexible arrangements needed for providing optimum Telestar service can be readily controlled by a calling customer."
US-2008015897-A1,20070705,Method and system for delivering prescription medicine,"A system for securely providing prescription medication to patients. The system accepts prescriptions that are submitted from either a physician&#39;s office or by the patient at a Kiosk. An electronic image of the prescription is created by scanning and is electronically communicated to a central server. The prescription is validated by the server and a point of delivery, such as a pharmacy is selected based upon the patient&#39;s location. The prescription image is then transferred to the point of delivery and the prescribed medicine is delivered to the patient. A confirmation of delivery is then communicated back to the central server."
US-2002197609-A1,20010614,Method of determining a chemotherapeutic regimen based on glutathione-S-transferase pi expression,"The present invention relates to prognostic methods which are useful in medicine, particularly cancer chemotherapy. The object of the invention to provide a method for assessing GST-pi expression levels in fixed or fixed and paraffin embedded tissues and prognosticate the probable resistance or sensitivity of a patient&#39;s tumor to treatment with platinum-based therapies by examination of the amount of GST-pi mRNA in a patient&#39;s tumor cells and comparing it to a predetermined threshold expression level. More specifically, the invention provides to oligonucleotide primer pair GST-piand methods comprising their use for detecting levels of GST-pi mRNA."
US-2006003983-A1,20050630,Photosensitizer and method for production thereof,"The invention relates to medicine and concerns a photosensitizer for detecting and curing tumors. The inventive photosensitizer is embodied in the form of a composition containing chlorin in the form of salt and alkali metals. The chlorin is composed of 80-90% of chlorin e 6 , 5-20 of purpurin 5 and the rest being purpurin 18-chlorin p 6 . Said photosensitizer is produced by extracting  Spirulina  biomass with the aid of acetone. Afterwards said biomass is exposed to acid treatment, neutralization, hydrolysis, extraction of pheophorbide a, dissolution in acetone, addition of a strong base, neutralization and reprecipitation of chlorin e 6 ."
US-2003120091-A1,20020903,Method for producing optically active lactone compounds by using salen cobalt complexes having a cis-beta structure,"A method for producing an optically active lactone compound by Baeyer-Villiger oxidation of a cyclic ketone compound with at least one kind of oxidants selected from the group consisting of hydrogen peroxide and urine-hydrogen peroxide adduct (UHP) using a cobalt(salen) complex having a cis-β structure expressed by the following formula (I) or (II) as a catalyst.  
                 
 
     in which X and Y independently denote H, a t-butyl group or an electron-withdrawing substituting group and W is a halogen element.  
                 
 
     in which X and Y independently denote H, a t-butyl group or an electron-withdrawing substituting group and Z −  is a monovalent anion. The optically active lactone compounds can be used for the synthesis of medicines and argochemicals."
US-2007253980-A1,20070627,"New pharmaceutical composition from natural materials for regulating immunity, its preparation method and use","The present invention relates to a new pharmaceutical composition from natural materials belonging in traditional Chinese medicine and to its preparation method. Said new pharmaceutical composition comprises  Astragalus  root,  Pleurotus  fungi, Winnged  Euonymus  Twig and Mulberry Leaf. At first,  astragalus  root,  Pleurotus  fungi, Winnged  Euonymus  Twig and Mulberry Leaf are extracted by water or alcohol to obtain extractive. The obtained extractive can be got by extracting the above four materials together, or by combining the extractive from the three materials together ( Astragalus  root, Winnged  Euonymus  Twig and Mulberry Leaf) among above four materials with the extractive from  Pleurotus  fungi singly. Then the mixed extractive is centrifugalized and separated. If need be, the gained centrifugate can be made into oral formulations in various dose form with excipient by routine method. Said pharmaceutical composition has the effect of regulating immunity on the body. It has been tested and found that said pharmaceutical composition has no toxicity and has good curative effect on AIDS, diabetes and cancer."
US-2016048603-A1,20150803,Online decision engine for applied research and statistics,"This non-provisional patent application pertains to an embodiment of an online decision engine for applied research and statistics. Users will interact with a point-and-click interface that asks questions to guide researchers to the correct research methods and statistics to answer their research questions. A number of decision engines exist in the overall decision engine. These decision engines include: Research questions, research designs, statistical power, sample size, evidence-based medicine, epidemiology, diagnostic testing, variables, statistics, databases, surveys, psychometrics, and education. Users are presented a series of questions and based on their answers and clicking on buttons with the answers embedded in them, they are linked to webpages with the correct research method or statistical test based on their responses to the questions presented."
US-8916607-B2,20091020,Use of piperphentonamine or salts thereof in manufacture of medicaments for treating brain diseases,"The present invention relates to the use of piperphentonamine or pharmaceutically acceptable salts thereof to prevent/treat encephalopathy in mammals, and the use of a combination of piperphentonamine or pharmaceutically acceptable salts thereof and other medicines in manufacture a medicine to prevent/treat encephalopathy in mammals. The mammals include human beings, and the encephalopathy includes cerebral injury related diseases or cerebrovascular diseases. The cerebrovascular diseases refer to cerebral ischemia, cerebral ischemia/reperfusion-induced injury or cerebral hemorrhage. The cerebral hemorrhage includes hypertensive cerebral hemorrhage, cerebral hemorrhage secondary to infarction, tumor cerebral hemorrhage or cerebral hemorrhage caused by arteritis. The cerebral ischemia means carotid system cerebral ischemia or vertebrobasilar cerebral ischemia."
WO-2015028938-A1,20140826,Substituted naphthalene compounds as calcium sensing receptor modulators,"The invention relates to naphthalene compounds of Formula (I) and their pharmaceutically acceptable salts, wherein the substituents are as described herein, and their use in medicine for the treatment of diseases, disorders associated with the modulation of calcium sensing receptor modulators (Ca SR). The invention also relates to pharmaceutical compositions containing such compounds in treating diseases disorders associated with calcium sensing receptor modulators (Ca SR) channel modulators."
WO-2018148594-A1,20180209,Systems and methods for auto-generation of telemedicine clinics,"The present disclosure provides systems and methods for automatically generating telemedicine platforms for providers. A marketplace of healthcare services and associated pricing and other terms is made available to employers, individuals, and/or health insurance companies. Employers and/or health insurance companies can select a subset of options from the marketplace to create a customizable sub marketplace of healthcare services to offer to their employees or insureds. Providers may modify their offerings in the marketplace to fit within guidelines established by the employers or health insurance companies to be automatically included in the sub-marketplace of healthcare services."
WO-2018148594-A1,20180209,Systems and methods for auto-generation of telemedicine clinics,"The present disclosure provides systems and methods for automatically generating telemedicine platforms for providers. A marketplace of healthcare services and associated pricing and other terms is made available to employers, individuals, and/or health insurance companies. Employers and/or health insurance companies can select a subset of options from the marketplace to create a customizable sub marketplace of healthcare services to offer to their employees or insureds. Providers may modify their offerings in the marketplace to fit within guidelines established by the employers or health insurance companies to be automatically included in the sub-marketplace of healthcare services."
WO-03101950-A2,20030515,Methods for enhancing motor performance and/or endurance,"The present invention provides methods for enhancing muscle performance and/or endurance by administering a composition comprising a desmethyl tocopherol. Athletic performance and sports medicine in general are benefited by the methods of the invention. In addition, the invention provides the therapeutic utility to muscle disorders that involve nitrative stress and/or inflammation."
WO-02051799-A1,20011205,Biphenyl derivatives,"Biphenyl derivatives represented by the general formula (1) or salts thereof; and ACAT inhibitors or medicines containing the same as the active ingredient: (1) [wherein R1 is C¿5-7? alkyl; R?2¿ is optionally substituted aromatic hydrocarbyl or cyclcoalkyl; R3 is tetrazolyl, -NHCOCF¿3?, -NHSO2CF3, or  SO2NHCONHR?4¿ (wherein R4 is optionally substituted aromatic hydrocarbyl); and Z is a single bond, C¿1-4? alkylene, or  SO2NH-].  The derivatives and the salts have excellent ACAT inhibiting activity and are useful as preventive and/or therapeutic drugs for diseases due to the rise in ACAT activity, e.g., hypercholesterolemia and atherosclerosis."
WO-2010132879-A3,20100517,Multicomponent degradable cationic polymers,"Degradable polymers were synthesized that self-assemble with DNA to form particles that are effective for gene delivery. Small changes to polymer synthesis conditions, particle formulation conditions, and polymer structure provides significant changes to efficacy in a cell-type dependent manner. Polymers presented here are more effective than commercially available materials, such as LIPOFECTAMINE 2000™, FUGENE®, or polyethylenimine (PEI), for gene delivery to cancerous fibroblasts or human primary fibroblasts. The presently disclosed materials may be useful for cancer therapeutics and regenerative medicine."
WO-2015026808-A1,20140819,Techniques facilitating mobile telemedicine for stroke patients,"A method for facilitating mobile telemedicine for a suspected stroke case can include initiating, with an evaluation device, a prehospital mobile telemedicine videoconference with a remote device when a projected amount of time exceeds a threshold. The method can include determining for presentation, a set of specified symptoms of a stroke, the specified symptoms obtained remotely using the prehospital mobile telemedicine videoconference, obtaining input from a user, including information indicative as to whether a patient is exhibiting symptoms of a stroke, and in response to obtaining input, transmitting, from the evaluation device to the remote device, the information indicative as to whether the patient is exhibiting symptoms of a stroke. The method can include generating a medical alert, at the evaluation device, the medical alert including patient information and the information indicative as to whether the patient is exhibiting symptoms of a stroke."
WO-9302046-A1,19920721,Process for producing nitrile,"A process for producing a nitrile represented by the general formula (1): RC=N wherein R represents alkyl, alkenyl, aralkyl or aryl each of which may be substituted, by heating an aldoxime represented by the general formula (2): RCH=NOH wherein R is as defined above, in the presence of at least one catalyst selected among hydroxides and alcoholates of alkali metals and alkaline earth metals, and distilling off water formed in the course of the reaction from the reaction system. The process enables nitriles useful as the starting material for the organic synthesis of perfumes, medicines and so forth to be produced in high yields at a remarkably reduced production cost."
WO-2012007462-A1,20110712,"Means and method for the diagnostics, prognosis and the therapy control of tumour diseases","The invention relates to the field of medicine, specifically to the diagnostics, prognosis and therapy control of tumour diseases. The invention is based on the hitherto unknown epigenetic silencing, discovered by chance by the inventors, of the phospholipase-A2-receptor-1-coding gene in leukaemia cells (Fig. 1) and in patients suffering from leukaemias and solid tumours. Based on this finding, the invention provides methods and a kit with which the degree of methylation of the phospholipase-A2-receptor-1 gene in an isolated sample of the patient is determined."
WO-2009000382-A1,20080602,System for checking that a medicine has been taken,"A system for reminding a patient to take a medicine and for checking that the medicine has been taken by the patient from a blister pack (10) comprises: a blister pack (10) with a bottom part (12), having at least one receptacle (14) formed from a bottom film and containing a tablet (16) or similar portion of medicine, and with a cover film (18) that can be pressed through and that is sealed against the bottom part (12); an individual identification code (40) assigned to each receptacle (14), printed on the bottom part (12) and/or on the cover film (18) and visible to the patient after the receptacle is opened; a storage medium for storing instructions to patients on taking the medicine and for storing the identification codes (40) of the blister pack (10) or for storing means of generating the identification codes (40); and a means communicating with the storage medium and used for processing the data stored in the storage medium and for communicating instructions and information to the patients."
WO-2016190689-A3,20160526,"Composition for preventing, alleviating or treating muscle diseases or improving muscular function","The present invention relates to a composition for preventing or treating muscle diseases or improving muscular function, containing fucosterol,  Sargassum fulvellum , a  Sargassum fulvellum  ground product, a  Sargassum fulvellum  extract,  Sargassum fusiforme , a  Sargassum fusiforme  ground product or a  Sargassum fusiforme  extract. According to the present invention, fucosterol,  Sargassum fulvellum , a  Sargassum fulvellum  ground product, a  Sargassum fulvellum  extract,  Sargassum fusiforme , a  Sargassum fusiforme  ground product or a  Sargassum fusiforme  extract increases the protein expression of p-mTOR, which is a main gene involved in muscle protein synthesis, inhibits the mRNA expression of MuRF-1 and atrogin-1 involved in muscle protein degradation, and increases the mRNA expression of MyoD and myogenin involved in muscle differentiation, thereby having an effect of remarkably increasing muscular function. In addition, since the composition of the present invention is a natural product, the composition can be safely used without side effects, thereby being usable in medicine, food, cosmetic products, livestock feed, a feed additive and the like."
WO-0185176-A1,20010510,The solid oral pharmaceutical composition comprising a bisphosphonic acid derivative,"Solid oral pharmaceutical composition comprising bisphosphonic acid derivative contains the cores based on a carbohydrate alcohol, preferably mannitol, uniformly dispersed in a homogenous blend of an active ingredient and excipients. The process of preparation of the above pharmaceutical formulation is also disclosed. The invention is particularly suitable to prepare solid oral dosage forms of the medicines comprising alendronic acid derivative, especially alendronic acid monosodium salt trihydrate."
WO-2004020427-A1,20030317,The process for preparation of total coumarins from cortex fraxini and their use in medicine,"The present invention discloses a process for preparing total coumarins from Cortex Fraxini, which comprises: a. extracting Cortex Fraxini by the method of water-extracting and alcohol-depositing (50 %-90%) or alcohol-extracting and alcohol-depositing (50 %-90%) or alcohol-extracting (70 %-95%) to obtain a extract; b. subjecting the extract to the temperature between 4-12 °C for 8-24 hours to form a deposit; c. filtering the resulting deposit and drying, resulting the total coumarins from Cortex Fraxini . The invention also relates to the use of total coumarins in Cortex Fraxini in manufacturing medicines for treating acute or chronic gout diseases. The present invention also discloses a process for extracting esculin from total coumarins from Cortex Fraxini, and the use of esculin in manufacturing medicines for treating acute or chronic gout diseases."
WO-8804180-A1,19871124,Improvements in or relating to the use of epidermal growth factor,"A method for the promotion of growth, particularly in the young of the pig and other farm animals, comprises administering epidermal growth factor (EGF) and/or dexamethasone or a physiologically active derivative thereof. EGF is also of value for the manufacture of a medicament for use in veterinary and human medicine in effecting an increase in the level of iron in a patient&#39;s bloodstream. A composition comprising EGF and an iron-providing material is of value both for the animal husbandry and the medical use of EGF."
WO-03002536-A1,20020627,Unsymmetrical cyclic diamine compound,"A cyclic diamine compound represented by the following general formula (1): (1) [wherein A represents (CH2)n, (CH2)n-CH=CH, CO-(CH2)n, or CO-(CH2)n-CH=CH (wherein n is a number of 0 to 3); Z represents the formula (2) or (3): (2) (3) (wherein R1, R2, R3, R4, R5, and R6 are the same or different and each represents hydrogen, alkyl, etc., X and Y are the same or different and each represents CH or nitrogen); and m is 1 or 2], an acid addition salt of the compound, or a hydrate of either; and a medicine containing any of these. The compound (1) has excellent inhibitory activity against cell adhesion and cell infiltration. It is useful in the prevention of and treatments for allergy, asthma, rheumatism, arteriosclerosis, inflammation, etc."
WO-2014012964-A1,20130717,New antifibrinolytic compounds,"It relates to spirocyclic compounds of formula (I),or pharmaceutically or veterinary acceptable salts thereof, or any stereoisomers either of the compounds of formula (I) or of their pharmaceutically or veterinary acceptable salts, wherein A and B form a spirocyclic ring system wherein the spiro atom connecting A and B is a carbonatom and wherein A is a known 3- to 8-membered carbocyclic or heterocyclic monocyclic ring or a known 6- to 18-membered carbocyclic or heterocyclic polycyclic ring system; B is a known 4- to 7-membered carbocyclic or heterocyclic monocyclic ring; C is phenyl or a known 5- to 6-membered heteroaromatic ring; and R 1 -R 7  are as defined herein. It also relates to a process for their preparation, as well as to the intermediates used in this process; to pharmaceutical or veterinary compositions containing them, and to their use in medicine, in particular as antifibrinolytic and antihemorragic agents."
WO-2012070965-A1,20101122,Modified anticomplementary oligonucleotides with anticancer properties and method for producing same,"The invention can be used in medicine and veterinary science to create a drug that is effective in the treatment of cancerous diseases in humans and animals. The modified anticomplementary oligonucleotides with anticancer properties and the method for producing same are characterized in that a mixture of polynucleotide hydrolysis products is used as oligonucleotides, and modification is carried out by changing the charges of the molecules of the nucleotide bases to an opposite charge so that said bases acquire anticomplementary properties. The polynucleotides are hydrolyzed using natural and synthetic nucleases and acid or alkaline hydrolysis, and the structure is modified by acylation of the aminogroups of the mononucleotides in the oligonucleotide structure using dicarboxylic acid anhydrides or by alkylation using halogen carboxylic acids. The claimed mixture has the ability to bind selectively to mRNA and thus stop the synthesis of protein in cancer cells, similar to the action of microRNA. Since the drug is able to adapt to an organism, it can be used without risk of a tumour becoming habituated to the drug. The agent has a broad spectrum of action, low toxicity and is suitable for industrial production as well as being effective at all stages in the cancer process."
WO-2015078330-A1,20141120,Method for low-temperature synthesis of polyaryletherketone resin on nano/micron-scale inorganic seedbed,"Disclosed is a low-temperature preparation method for a polyaryletherketone inorganic composite material, in particular a method for the low-temperature synthesis of a polyaryletherketone resin on a nano/micron-scale inorganic seedbed. The method comprises: adding nano/micron-scale inorganic material particles (mono-element or multi-element of aluminium oxide, silicon oxide, hydroxyapatite and the like) to a reaction system of a polyaryletherketone high-molecular polymer, and realizing the blending of inorganics in a high proportion (&gt; 50%) and organics while completing the one-step polymerization reaction, so that the common thermal degradation problem of the organic materials induced during the melting, blending and thermal processing is avoided. The composite material can be used in the technical fields of aerospace, industry, medicine and the like."
WO-2017036302-A1,20160817,Application of genetic engineering bacterium of attenuated salmonella typhimurium in preparation of medicine for treating liver cancer,Provided is an application of a genetic engineering bacterium of attenuated Salmonella typhimurium in preparation of medicine for treating liver cancer. The bacterium is attenuated Salmonella typhimurium VNP20009 carrying a plasmid cloned with a methionine synthase gene. Also provided is a construction method for the bacterium.
WO-2005051285-A1,20041125,Ic chip-equipped medical vessel,"There is provided a medical vessel (1) having an IC chip (2) which stores electronic information on information passing about the medicine contained in the medical vessel (1) and use of the medical vessel (1). The IC chip (2), a graphic (3) indicating the position of the IC chip (2) attached to the medical vessel (1), characters of IC (4) are arranged on a base sheet (5). The graphic (3) indicating the attachment position of the IC chip (2) is colored so as to easily stimulate optical sensation. Thus, it is possible to provide a medical vessel (1) on which the attachment position of the IC chip (2) can easily be recognized."
US-8026796-B2,20070419,Warning system for timely administration of drugs that have to be administered at certain times,"The present invention relates to a system which reminds the user of the time at which they must take their medication through the use of an alarm using light and sound which, thanks to an apparatus that is activated at the initial opening of the cap ( 2 ) of the medicine bottle ( 10 ) and which is positioned on the medicine bottle&#39;s ( 10 ) cap ( 2 ) allows the user to administer drugs which can only be effective when taken at the right time. The system can be set in advance in accordance with the time intervals, drug types and the amount of drugs associated with the drugs in the medicine bottle ( 10 ). The system provides alerts for patients who may be blind or deaf by using a warning which utilizes both light and sound."
US-7786093-B2,20050307,Antistress agent,"The present invention relates to an antistress agent comprising as an active ingredient a saccharide containing 3-O-α-D-glucopyranosyl-D-glucose as a structural unit. It is an object of the present invention to provide said antistress agent which is free from side effects as a medicine, and can be taken habitually and also can be ingested simply as a food or a beverage, or the like."
